latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
-4.151,-79.953,314.3,2.5,1.5,2016-12-17,1615,T,51,6.0NRT,293.9,21.6,D
-4.168,-79.931,315.5,2.5,1.5,2016-12-17,1615,T,67,6.0NRT,294.2,25,D
-4.166,-80.237,318.7,2.4,1.5,2016-12-17,1615,T,56,6.0NRT,295.8,22.3,D
-4.18,-80.238,318.7,2.4,1.5,2016-12-17,1615,T,64,6.0NRT,294.1,22.8,D
-4.175,-80.245,327.2,2.4,1.5,2016-12-17,1615,T,82,6.0NRT,295.2,56.7,D
-4.206,-80.12,321.3,2.4,1.5,2016-12-17,1615,T,20,6.0NRT,297.1,30.4,D
-4.594,-79.947,313.5,2.5,1.5,2016-12-17,1615,T,37,6.0NRT,291,22.9,D
-5.52,-78.817,317.2,3.2,1.7,2016-12-17,1615,T,37,6.0NRT,293.6,41.4,D
-5.856,-79.586,317.4,2.9,1.6,2016-12-17,1615,T,55,6.0NRT,291.4,49.4,D
12.753,-87.168,323.5,1.4,1.2,2016-12-17,1610,T,77,6.0NRT,300.9,22.4,D
12.644,-87.247,320.9,1.4,1.2,2016-12-17,1610,T,57,6.0NRT,300.8,16.1,D
9.556,-73.496,310.1,4.6,2,2016-12-17,1610,T,16,6.0NRT,293,37.6,D
-1.202,-79.77,322.1,2.3,1.5,2016-12-17,1610,T,72,6.0NRT,293.8,28.3,D
-1.336,-79.738,326.2,2.3,1.5,2016-12-17,1610,T,82,6.0NRT,295.8,29.7,D
-1.399,-79.767,333,2.3,1.5,2016-12-17,1610,T,82,6.0NRT,294.1,60.3,D
-1.412,-79.769,326.1,2.3,1.5,2016-12-17,1610,T,0,6.0NRT,296.4,30.7,N
-38.835,-61.76,331.6,3.7,1.8,2016-12-17,1720,A,84,6.0NRT,297.3,147.8,D
-38.837,-61.804,323,3.7,1.8,2016-12-17,1720,A,76,6.0NRT,297.4,79.5,D
-38.846,-61.764,318.9,3.7,1.8,2016-12-17,1720,A,61,6.0NRT,296.9,51,D
-38.829,-61.765,333.3,3.7,1.8,2016-12-17,1720,A,84,6.0NRT,297.2,164.3,D
-38.831,-61.809,319.2,3.7,1.8,2016-12-17,1720,A,56,6.0NRT,297.3,55.8,D
-38.352,-59.322,331.9,2.6,1.5,2016-12-17,1720,A,80,6.0NRT,307.1,62.2,D
-38.354,-59.353,332.3,2.6,1.6,2016-12-17,1720,A,80,6.0NRT,309.8,64.8,D
-38.349,-59.327,334.8,2.6,1.5,2016-12-17,1720,A,82,6.0NRT,307,79,D
-37.819,-60.384,329.6,3,1.6,2016-12-17,1720,A,74,6.0NRT,304.9,76.7,D
-37.818,-60.357,323.8,3,1.6,2016-12-17,1720,A,54,6.0NRT,305.4,37.6,D
-37.82,-60.391,327.9,3,1.6,2016-12-17,1720,A,64,6.0NRT,304.8,65.3,D
-35.895,-59.315,328.9,2.4,1.5,2016-12-17,1720,A,73,6.0NRT,308.2,46.9,D
-35.897,-59.342,343.6,2.4,1.5,2016-12-17,1720,A,89,6.0NRT,309,128.8,D
-35.517,-61.022,321.2,3.1,1.7,2016-12-17,1720,A,50,6.0NRT,304.8,37.4,D
-35.519,-61.029,319.8,3.1,1.7,2016-12-17,1720,A,41,6.0NRT,304.9,29.8,D
-34.799,-54.924,323.4,1.3,1.1,2016-12-17,1720,A,53,6.0NRT,308.8,10.8,D
-34.87,-58.572,324.6,2.1,1.4,2016-12-17,1720,A,65,6.0NRT,305.8,26,D
-34.872,-58.577,321.9,2.1,1.4,2016-12-17,1720,A,53,6.0NRT,305.8,19.5,D
-34.378,-55.241,326.7,1.3,1.1,2016-12-17,1720,A,66,6.0NRT,308.7,16.1,D
-33.236,-54.382,325.1,1.2,1.1,2016-12-17,1720,A,58,6.0NRT,308.9,11.6,D
-32.689,-55.148,355.4,1.2,1.1,2016-12-17,1720,A,97,6.0NRT,311.3,89.3,D
-32.69,-55.162,349.1,1.2,1.1,2016-12-17,1720,A,93,6.0NRT,308.1,68.7,D
-31.722,-52.387,320.4,1,1,2016-12-17,1720,A,34,6.0NRT,302,8.4,D
-31.606,-52.947,326.9,1,1,2016-12-17,1720,A,74,6.0NRT,306.9,12.1,D
-31.565,-53.181,326.1,1,1,2016-12-17,1720,A,63,6.0NRT,307.9,9.7,D
-31.754,-55.571,335.2,1.3,1.1,2016-12-17,1720,A,79,6.0NRT,306.4,36.2,D
-31.756,-55.585,332.8,1.3,1.1,2016-12-17,1720,A,66,6.0NRT,307,30.9,D
-31.415,-53.383,325.1,1,1,2016-12-17,1720,A,41,6.0NRT,304.4,13.1,D
-31.072,-54.196,328.1,1.1,1,2016-12-17,1720,A,38,6.0NRT,310.6,13.9,D
-30.746,-52.565,321.4,1,1,2016-12-17,1720,A,22,6.0NRT,304.8,11.3,D
-30.24,-51.864,332.5,1,1,2016-12-17,1720,A,80,6.0NRT,309.1,18.8,D
-29.942,-50.916,321,1,1,2016-12-17,1720,A,52,6.0NRT,304.2,8.5,D
-29.536,-50.736,317.9,1.1,1,2016-12-17,1720,A,43,6.0NRT,290.3,11.9,D
-29.587,-62.089,322.2,3.2,1.7,2016-12-17,1720,A,52,6.0NRT,301,51.4,D
-29.572,-62.09,324.9,3.2,1.7,2016-12-17,1720,A,66,6.0NRT,301.5,66.6,D
-29.576,-62.095,323,3.2,1.7,2016-12-17,1720,A,31,6.0NRT,302.2,55.2,D
-27.611,-57.999,311.7,1.6,1.2,2016-12-17,1720,A,42,6.0NRT,296.5,10.4,D
-27.033,-64.262,331.6,4.2,1.9,2016-12-17,1720,A,80,6.0NRT,302.8,156.1,D
-27.031,-64.265,332.1,4.2,1.9,2016-12-17,1720,A,80,6.0NRT,303.1,162.8,D
-26.747,-63.724,319.6,3.8,1.8,2016-12-17,1720,A,35,6.0NRT,301.9,42.3,D
-26.741,-63.732,320.1,3.8,1.8,2016-12-17,1720,A,36,6.0NRT,302,46.5,D
-25.245,-56.302,341.3,1.2,1.1,2016-12-17,1720,A,91,6.0NRT,294.7,52.3,D
-2.475,-54.554,334.6,1.5,1.2,2016-12-17,1730,A,0,6.0NRT,294.3,44.6,D
-2.051,-52.395,312.7,2.2,1.4,2016-12-17,1730,A,45,6.0NRT,290.9,21.9,D
-2.267,-53.926,314.7,1.6,1.3,2016-12-17,1730,A,43,6.0NRT,293.1,12.5,D
-1.606,-52.57,321.4,2.2,1.4,2016-12-17,1730,A,47,6.0NRT,296.8,29.5,D
-1.329,-51.936,332.2,2.4,1.5,2016-12-17,1730,A,52,6.0NRT,294.6,79.2,D
-1.317,-51.923,324.5,2.5,1.5,2016-12-17,1730,A,32,6.0NRT,292.8,45.9,D
-1.471,-53.51,319.6,1.8,1.3,2016-12-17,1730,A,68,6.0NRT,290.4,24,D
-0.477,-51.656,314.1,2.7,1.6,2016-12-17,1730,A,30,6.0NRT,291.5,34.2,D
2.433,-59.323,313.6,1,1,2016-12-17,1730,A,63,6.0NRT,295.5,5.7,D
3.773,-59.41,328.2,1,1,2016-12-17,1730,A,74,6.0NRT,294.2,17.5,D
4.089,-60.872,320.8,1,1,2016-12-17,1730,A,57,6.0NRT,294.8,9.9,D
4.759,-69.211,310.9,3.6,1.8,2016-12-17,1730,A,46,6.0NRT,291.5,42.5,D
5.931,-69.514,314.7,3.6,1.8,2016-12-17,1730,A,70,6.0NRT,290.1,53.4,D
5.923,-69.517,314.3,3.6,1.8,2016-12-17,1730,A,66,6.0NRT,289.8,51.2,D
6.812,-67.156,321.7,2.3,1.5,2016-12-17,1730,A,68,6.0NRT,292,45,D
6.644,-69.05,314,3.2,1.7,2016-12-17,1730,A,69,6.0NRT,293.4,38,D
6.642,-69.056,312.4,3.2,1.7,2016-12-17,1730,A,65,6.0NRT,293.1,33.6,D
6.772,-68.361,308.3,2.8,1.6,2016-12-17,1730,A,34,6.0NRT,287.2,25.8,D
6.758,-68.817,312.2,3.1,1.7,2016-12-17,1730,A,47,6.0NRT,290.8,33.7,D
6.754,-68.844,316.8,3.1,1.7,2016-12-17,1730,A,73,6.0NRT,292.1,50.3,D
6.757,-68.821,315.3,3.1,1.7,2016-12-17,1730,A,67,6.0NRT,291.6,44.9,D
6.752,-68.849,313.7,3.1,1.7,2016-12-17,1730,A,67,6.0NRT,292.2,35.9,D
7.81,-66.659,310.1,2,1.4,2016-12-17,1730,A,54,6.0NRT,286.9,15.9,D
8.05,-65.272,313.7,1.6,1.2,2016-12-17,1730,A,56,6.0NRT,287.6,11.4,D
8.275,-66.354,323.2,1.9,1.3,2016-12-17,1730,A,75,6.0NRT,293,35,D
8.283,-66.343,314.6,1.8,1.3,2016-12-17,1730,A,32,6.0NRT,292,16.6,D
8.28,-66.36,314.1,1.9,1.3,2016-12-17,1730,A,45,6.0NRT,290.5,14.8,D
8.503,-65.028,314.9,1.5,1.2,2016-12-17,1730,A,66,6.0NRT,291.3,16.5,D
8.501,-65.041,312.3,1.5,1.2,2016-12-17,1730,A,65,6.0NRT,289.2,12.4,D
8.277,-66.764,313.2,2,1.4,2016-12-17,1730,A,35,6.0NRT,290.4,19.9,D
8.283,-66.754,317.4,2,1.4,2016-12-17,1730,A,28,6.0NRT,293.8,28.2,D
8.753,-64.148,314.7,1.3,1.1,2016-12-17,1730,A,66,6.0NRT,290.2,9.8,D
8.489,-66.929,315.4,2,1.4,2016-12-17,1730,A,31,6.0NRT,296.8,19.4,D
8.487,-66.947,327.5,2,1.4,2016-12-17,1730,A,78,6.0NRT,296,55.4,D
8.621,-66.682,321.7,1.9,1.4,2016-12-17,1730,A,78,6.0NRT,295.4,34.5,D
9.387,-64.547,319,1.3,1.1,2016-12-17,1730,A,75,6.0NRT,289.2,18.3,D
10.084,-62.264,313,1,1,2016-12-17,1730,A,57,6.0NRT,296.3,8,D
-25.373,-63.306,318.5,3.5,1.8,2016-12-17,1725,A,37,6.0NRT,296.7,31.7,D
-24.494,-58.724,318.4,1.6,1.2,2016-12-17,1725,A,71,6.0NRT,298.5,20.2,D
-24.495,-62.815,321.7,3.1,1.7,2016-12-17,1725,A,35,6.0NRT,298.1,52.1,D
-24.054,-59.598,315.3,1.8,1.3,2016-12-17,1725,A,61,6.0NRT,298.9,15.4,D
-23.355,-55.707,327.6,1.1,1,2016-12-17,1725,A,80,6.0NRT,298.9,22.2,D
-23.356,-55.717,318.9,1.1,1,2016-12-17,1725,A,66,6.0NRT,296.2,12.5,D
-23.534,-60.07,316.9,1.9,1.4,2016-12-17,1725,A,47,6.0NRT,300.7,14.2,D
-23.531,-60.078,324.8,1.9,1.4,2016-12-17,1725,A,76,6.0NRT,302.5,34.6,D
-22.991,-56.243,341,1.1,1.1,2016-12-17,1725,A,91,6.0NRT,294.6,42.9,D
-22.988,-56.249,382,1.1,1.1,2016-12-17,1725,A,100,6.0NRT,299.5,180.2,D
-22.989,-56.259,355.3,1.1,1.1,2016-12-17,1725,A,92,6.0NRT,298.8,79.2,D
-22.978,-56.25,328.5,1.1,1.1,2016-12-17,1725,A,82,6.0NRT,297,23.4,D
-23.354,-59.843,322.5,1.8,1.3,2016-12-17,1725,A,73,6.0NRT,299.9,29.4,D
-23.445,-60.997,322.3,2.2,1.4,2016-12-17,1725,A,71,6.0NRT,302.1,29.4,D
-23.448,-61.004,321.7,2.2,1.4,2016-12-17,1725,A,63,6.0NRT,300.4,28.1,D
-23.304,-60.118,317.4,1.9,1.4,2016-12-17,1725,A,63,6.0NRT,301.2,14.9,D
-23.309,-60.291,327.4,2,1.4,2016-12-17,1725,A,79,6.0NRT,302.1,42.3,D
-23.311,-60.31,374.4,2,1.4,2016-12-17,1725,A,100,6.0NRT,306.5,332,D
-23.313,-60.33,335.9,2,1.4,2016-12-17,1725,A,86,6.0NRT,304.2,76.1,D
-22.504,-56.136,316.7,1.1,1,2016-12-17,1725,A,48,6.0NRT,296.2,7.9,D
-22.459,-56.154,315,1.1,1,2016-12-17,1725,A,42,6.0NRT,295.5,7.7,D
-22.25,-56.29,327.8,1.1,1,2016-12-17,1725,A,81,6.0NRT,294.6,23.8,D
-21.464,-54.518,326.8,1,1,2016-12-17,1725,A,53,6.0NRT,306.9,15.4,D
-21.742,-61.18,323.9,2.2,1.4,2016-12-17,1725,A,75,6.0NRT,304.7,30.2,D
-21.744,-61.185,322.4,2.2,1.4,2016-12-17,1725,A,61,6.0NRT,305.6,22.9,D
-21.543,-61.006,319.1,2.1,1.4,2016-12-17,1725,A,66,6.0NRT,303.2,21.2,D
-21.545,-61.026,326.3,2.1,1.4,2016-12-17,1725,A,78,6.0NRT,303.7,44.4,D
-21.544,-61.011,323.3,2.1,1.4,2016-12-17,1725,A,73,6.0NRT,303.2,35.2,D
-21.546,-61.031,321.7,2.1,1.4,2016-12-17,1725,A,71,6.0NRT,303.3,30,D
-21.113,-57.976,328.4,1.3,1.1,2016-12-17,1725,A,82,6.0NRT,297.6,28.4,D
-21.319,-60.148,320.8,1.8,1.3,2016-12-17,1725,A,68,6.0NRT,304.3,21.1,D
-21.321,-60.166,319,1.8,1.3,2016-12-17,1725,A,52,6.0NRT,302.5,16.2,D
-21.443,-61.683,325.4,2.4,1.5,2016-12-17,1725,A,75,6.0NRT,305.1,44,D
-20.78,-60.541,334.1,1.9,1.3,2016-12-17,1725,A,85,6.0NRT,307.9,55.6,D
-20.775,-60.529,326.7,1.9,1.3,2016-12-17,1725,A,62,6.0NRT,306.4,32.6,D
-20.777,-60.547,326.6,1.9,1.3,2016-12-17,1725,A,48,6.0NRT,307.4,28.8,D
-19.283,-62.702,342.8,2.6,1.6,2016-12-17,1725,A,91,6.0NRT,312.8,123.9,D
-19.278,-62.71,340.9,2.6,1.6,2016-12-17,1725,A,89,6.0NRT,313.4,109.5,D
-18.192,-59.997,313.7,1.6,1.2,2016-12-17,1725,A,43,6.0NRT,295.1,11.9,D
-18.194,-60.012,313.4,1.6,1.2,2016-12-17,1725,A,42,6.0NRT,295.2,11.3,D
-18.515,-63.313,331.6,2.9,1.6,2016-12-17,1725,A,83,6.0NRT,304.6,99.1,D
-18.518,-63.34,331.3,2.9,1.6,2016-12-17,1725,A,83,6.0NRT,304,102.9,D
-18.514,-63.317,336.7,2.9,1.6,2016-12-17,1725,A,87,6.0NRT,304.6,134.6,D
-18.517,-63.345,326.5,2.9,1.6,2016-12-17,1725,A,78,6.0NRT,303.7,76,D
-18.333,-62.529,324.6,2.5,1.5,2016-12-17,1725,A,76,6.0NRT,304,41,D
-18.335,-62.553,320.7,2.5,1.5,2016-12-17,1725,A,50,6.0NRT,303.7,25.7,D
-18.339,-62.536,333.6,2.5,1.5,2016-12-17,1725,A,85,6.0NRT,304.7,84.3,D
-18.311,-62.659,332.5,2.5,1.5,2016-12-17,1725,A,84,6.0NRT,306.2,68.9,D
-17.926,-63.445,326.8,2.9,1.6,2016-12-17,1725,A,77,6.0NRT,300.2,89,D
-17.929,-63.47,317,2.9,1.6,2016-12-17,1725,A,58,6.0NRT,299.6,44.6,D
-17.924,-63.451,326.1,2.9,1.6,2016-12-17,1725,A,76,6.0NRT,300.5,83.3,D
-17.603,-61.081,325.7,1.9,1.3,2016-12-17,1725,A,52,6.0NRT,297.9,25.9,D
-17.605,-61.099,339,1.9,1.3,2016-12-17,1725,A,89,6.0NRT,296.5,74.3,D
-17.667,-62.11,328.9,2.3,1.5,2016-12-17,1725,A,69,6.0NRT,305,51,D
-17.657,-62.117,325.9,2.3,1.5,2016-12-17,1725,A,55,6.0NRT,302.7,35.6,D
-17.548,-63.572,314.9,2.9,1.6,2016-12-17,1725,A,52,6.0NRT,298.2,33,D
-17.547,-63.579,314.9,2.9,1.6,2016-12-17,1725,A,55,6.0NRT,298.2,32.9,D
-17.452,-64.114,314.4,3.2,1.7,2016-12-17,1725,A,54,6.0NRT,296.5,38.4,D
-17.272,-62.656,323.7,2.4,1.5,2016-12-17,1725,A,75,6.0NRT,300.8,29.5,D
-17.275,-62.639,325,2.4,1.5,2016-12-17,1725,A,77,6.0NRT,302,33.8,D
-16.958,-63.71,314,2.9,1.6,2016-12-17,1725,A,52,6.0NRT,294.3,27.1,D
-36.756,-66.638,333.7,2.3,1.5,2016-12-17,1900,A,81,6.0NRT,308.1,65.5,D
-36.735,-66.672,333,2.3,1.5,2016-12-17,1900,A,80,6.0NRT,308.6,56.8,D
-36.71,-66.681,345.1,2.3,1.5,2016-12-17,1900,A,91,6.0NRT,307.4,127.4,D
-36.715,-66.684,340.7,2.3,1.5,2016-12-17,1900,A,88,6.0NRT,307.6,103.2,D
-34.337,-71.55,334.4,1.3,1.1,2016-12-17,1900,A,83,6.0NRT,302.6,23.4,D
-34.327,-71.553,351,1.3,1.1,2016-12-17,1900,A,95,6.0NRT,309.7,70.6,D
-34.332,-71.557,347.3,1.3,1.1,2016-12-17,1900,A,93,6.0NRT,309,58,D
-32.379,-65.087,327.4,3.8,1.8,2016-12-17,1900,A,55,6.0NRT,306.8,72.1,D
-32.388,-65.125,344.8,3.7,1.8,2016-12-17,1900,A,89,6.0NRT,309,247.7,D
-32.39,-65.087,327.6,3.8,1.8,2016-12-17,1900,A,64,6.0NRT,306.8,76.7,D
-32.399,-65.125,332.8,3.7,1.8,2016-12-17,1900,A,75,6.0NRT,307.9,118.8,D
-32.383,-65.131,332.8,3.7,1.8,2016-12-17,1900,A,75,6.0NRT,307.5,122.5,D
-1.939,-80.072,327.3,1.3,1.1,2016-12-17,1910,A,59,6.0NRT,298.6,16.9,D
-1.092,-79.666,325.8,1.5,1.2,2016-12-17,1910,A,71,6.0NRT,298.1,21.1,D
-1.027,-79.563,319.1,1.5,1.2,2016-12-17,1910,A,70,6.0NRT,295.2,12.4,D
12.647,-87.247,328.1,1,1,2016-12-17,1910,A,79,6.0NRT,305.4,17.1,D
-8.367,-78.048,327,1.5,1.2,2016-12-17,1905,A,44,6.0NRT,307.1,14.1,D
-8.361,-78.043,325.7,1.5,1.2,2016-12-17,1905,A,55,6.0NRT,307.3,14.6,D
-6.893,-79.573,325.9,1.2,1.1,2016-12-17,1905,A,60,6.0NRT,301.4,10.6,D
-4.964,-80.285,330,1.2,1.1,2016-12-17,1905,A,60,6.0NRT,302.4,12.9,D
-4.705,-80.256,330.3,1.2,1.1,2016-12-17,1905,A,74,6.0NRT,302.4,18.2,D
-4.209,-80.154,328.9,1.2,1.1,2016-12-17,1905,A,67,6.0NRT,297.5,18.6,D
-3.723,-80.193,323.1,1.2,1.1,2016-12-17,1905,A,32,6.0NRT,295.7,12.9,D
-3.689,-80.164,326,1.2,1.1,2016-12-17,1905,A,56,6.0NRT,301.1,14.8,D
-3.657,-80.021,327.9,1.3,1.1,2016-12-17,1905,A,71,6.0NRT,295.3,21.8,D
-3.687,-80.221,331.5,1.2,1.1,2016-12-17,1905,A,81,6.0NRT,301,22.6,D
-3.688,-80.232,324.8,1.2,1.1,2016-12-17,1905,A,72,6.0NRT,300.4,11.4,D
-3.667,-80.224,331.3,1.2,1.1,2016-12-17,1905,A,81,6.0NRT,300.3,20.3,D
-3.669,-80.235,337.5,1.2,1.1,2016-12-17,1905,A,86,6.0NRT,301.9,32.4,D
-3.626,-80.014,332.6,1.3,1.1,2016-12-17,1905,A,0,6.0NRT,299,29.4,D
-3.657,-80.225,341,1.2,1.1,2016-12-17,1905,A,89,6.0NRT,301.1,41,D
-3.659,-80.236,337,1.2,1.1,2016-12-17,1905,A,86,6.0NRT,301.7,31.9,D
-3.654,-80.271,324.5,1.2,1.1,2016-12-17,1905,A,72,6.0NRT,301,9.3,D
-3.621,-80.118,331.2,1.3,1.1,2016-12-17,1905,A,81,6.0NRT,301,19.2,D
-3.623,-80.129,341.6,1.2,1.1,2016-12-17,1905,A,89,6.0NRT,302.8,42.1,D
-3.622,-80.123,339.7,1.3,1.1,2016-12-17,1905,A,88,6.0NRT,302.7,38.3,D
-3.623,-80.134,324.9,1.2,1.1,2016-12-17,1905,A,48,6.0NRT,301.1,11.2,D
-3.599,-80.035,325.9,1.3,1.1,2016-12-17,1905,A,67,6.0NRT,299.3,15.5,D
-3.61,-80.114,323,1.3,1.1,2016-12-17,1905,A,34,6.0NRT,299.8,7.7,D
-3.612,-80.125,339.4,1.3,1.1,2016-12-17,1905,A,88,6.0NRT,300.5,38.7,D
-3.499,-80.193,328.5,1.2,1.1,2016-12-17,1905,A,65,6.0NRT,302,15.3,D
-2.513,-79.476,325.9,1.4,1.2,2016-12-17,1905,A,60,6.0NRT,298.8,20.2,D
-2.416,-79.555,324,1.4,1.2,2016-12-17,1905,A,55,6.0NRT,298.5,19,D
-2.319,-79.524,318.5,1.4,1.2,2016-12-17,1905,A,38,6.0NRT,291.8,10.4,D
-2.308,-79.742,322.4,1.4,1.2,2016-12-17,1905,A,68,6.0NRT,298,13.9,D
-2.182,-79.432,333.4,1.5,1.2,2016-12-17,1905,A,84,6.0NRT,297.1,36.5,D
-2.161,-79.776,329.6,1.4,1.2,2016-12-17,1905,A,70,6.0NRT,294.8,24.3,D
-2.049,-79.995,324.9,1.3,1.1,2016-12-17,1905,A,74,6.0NRT,293.9,19.5,D
-2.051,-80.007,324.4,1.3,1.1,2016-12-17,1905,A,73,6.0NRT,294.7,17.8,D
-20.243,-40.242,305.5,1.2,1.1,2016-12-18,0110,T,61,6.0NRT,289.4,7.3,N
-20.233,-40.243,303,1.2,1.1,2016-12-18,0110,T,21,6.0NRT,289.2,5.6,N
-12.628,-39.703,303.3,1,1,2016-12-18,0115,T,55,6.0NRT,291.2,4.3,N
-10.202,-36.466,347.1,1.3,1.1,2016-12-18,0115,T,100,6.0NRT,294.1,83.6,N
-10.204,-36.478,302.8,1.3,1.1,2016-12-18,0115,T,47,6.0NRT,292.1,5.7,N
-10.192,-36.468,357.6,1.3,1.1,2016-12-18,0115,T,100,6.0NRT,293.4,119.5,N
-10.194,-36.48,311,1.3,1.1,2016-12-18,0115,T,81,6.0NRT,291.2,13.6,N
-25.367,-63.309,312.2,1.1,1,2016-12-18,0250,T,81,6.0NRT,297.4,9.8,N
-24.693,-63.424,316.3,1.1,1,2016-12-18,0250,T,92,6.0NRT,298,13.2,N
-24.694,-63.435,326.9,1.1,1,2016-12-18,0250,T,100,6.0NRT,298.6,25.5,N
-23.718,-60.078,315.8,1.1,1,2016-12-18,0250,T,90,6.0NRT,296.6,12.5,N
-23.719,-60.088,317.5,1.1,1,2016-12-18,0250,T,94,6.0NRT,296.8,14,N
-23.458,-59.305,323.3,1.1,1.1,2016-12-18,0250,T,100,6.0NRT,295.2,22.1,N
-23.395,-60.506,308.5,1,1,2016-12-18,0250,T,66,6.0NRT,297.7,5.5,N
-23.386,-60.507,310,1,1,2016-12-18,0250,T,72,6.0NRT,297.9,6.5,N
-23.44,-60.997,317.1,1,1,2016-12-18,0250,T,93,6.0NRT,297.9,12,N
-23.298,-60.116,317.8,1.1,1,2016-12-18,0250,T,95,6.0NRT,297.2,13.9,N
-23.245,-59.891,306,1.1,1,2016-12-18,0250,T,55,6.0NRT,295.5,4.8,N
-23.246,-59.902,306,1.1,1,2016-12-18,0250,T,55,6.0NRT,295.5,4.8,N
-23.301,-60.315,317.5,1,1,2016-12-18,0250,T,94,6.0NRT,297.9,13.2,N
-23.02,-60.587,315.3,1,1,2016-12-18,0250,T,88,6.0NRT,297.2,11.4,N
-22.623,-61.77,313.9,1,1,2016-12-18,0250,T,84,6.0NRT,298.9,8.4,N
-22.625,-61.78,309.5,1,1,2016-12-18,0250,T,67,6.0NRT,298.8,5.4,N
-22.611,-61.752,326.8,1,1,2016-12-18,0250,T,100,6.0NRT,299,21.6,N
-22.614,-61.771,312.5,1,1,2016-12-18,0250,T,79,6.0NRT,298.9,7.4,N
-22.616,-61.781,328.9,1,1,2016-12-18,0250,T,100,6.0NRT,299.6,23.8,N
-22.042,-58.28,310.2,1.3,1.1,2016-12-18,0250,T,79,6.0NRT,292.8,11.5,N
-22.044,-58.293,328.8,1.3,1.1,2016-12-18,0250,T,100,6.0NRT,293.4,38.3,N
-22.022,-58.284,313.8,1.3,1.1,2016-12-18,0250,T,88,6.0NRT,293,16.3,N
-22.024,-58.297,309.8,1.3,1.1,2016-12-18,0250,T,78,6.0NRT,292.9,11.7,N
-22.576,-63.644,314.5,1.1,1,2016-12-18,0250,T,89,6.0NRT,294.1,13.3,N
-21.88,-60.777,308.6,1,1,2016-12-18,0250,T,65,6.0NRT,298.4,5.9,N
-21.538,-61.015,323.9,1,1,2016-12-18,0250,T,100,6.0NRT,298.3,19.5,N
-21.664,-62.265,313.1,1,1,2016-12-18,0250,T,82,6.0NRT,298.6,7.7,N
-21.528,-61.388,357.6,1,1,2016-12-18,0250,T,100,6.0NRT,299.7,78,N
-21.53,-61.398,314.5,1,1,2016-12-18,0250,T,86,6.0NRT,297.7,9.6,N
-21.519,-61.386,315,1,1,2016-12-18,0250,T,87,6.0NRT,297.8,10.2,N
-21.521,-61.395,328.7,1,1,2016-12-18,0250,T,100,6.0NRT,298.4,24.4,N
-21.316,-60.152,309.7,1.1,1,2016-12-18,0250,T,71,6.0NRT,296.6,7.3,N
-21.494,-62.167,311.3,1,1,2016-12-18,0250,T,76,6.0NRT,297.5,6.7,N
-21.496,-62.177,345.6,1,1,2016-12-18,0250,T,100,6.0NRT,300.2,49.9,N
-21.497,-62.187,321.5,1,1,2016-12-18,0250,T,100,6.0NRT,298.4,15.5,N
-21.487,-62.178,353.9,1,1,2016-12-18,0250,T,100,6.0NRT,300,67.3,N
-21.488,-62.188,338.3,1,1,2016-12-18,0250,T,100,6.0NRT,299.3,37.1,N
-20.621,-60.081,306.8,1.1,1.1,2016-12-18,0250,T,57,6.0NRT,296.1,5.4,N
-20.392,-59.095,310.8,1.3,1.1,2016-12-18,0250,T,78,6.0NRT,293.8,10.7,N
-20.394,-59.107,323.5,1.3,1.1,2016-12-18,0250,T,100,6.0NRT,294,26.6,N
-19.642,-63.574,305.8,1,1,2016-12-18,0250,T,66,6.0NRT,292.7,6.5,N
-19.51,-62.953,307.4,1,1,2016-12-18,0250,T,71,6.0NRT,296.1,5.7,N
-19.187,-63.468,310.6,1,1,2016-12-18,0250,T,80,6.0NRT,293.4,10.1,N
-18.612,-62.774,312.3,1,1,2016-12-18,0250,T,84,6.0NRT,295.2,9.7,N
-18.337,-62.528,308.2,1,1,2016-12-18,0250,T,73,6.0NRT,295.4,5.8,N
-18.339,-62.537,319,1,1,2016-12-18,0250,T,98,6.0NRT,295.5,14.4,N
-18.33,-62.539,307.7,1,1,2016-12-18,0250,T,72,6.0NRT,294.9,5.6,N
-18.3,-62.656,324.3,1,1,2016-12-18,0250,T,100,6.0NRT,295.9,20.5,N
-18.302,-62.665,325.9,1,1,2016-12-18,0250,T,100,6.0NRT,295.5,22.4,N
-18.314,-62.818,307,1,1,2016-12-18,0250,T,70,6.0NRT,295.2,5.8,N
-18.316,-62.827,310.3,1,1,2016-12-18,0250,T,80,6.0NRT,295.2,8,N
-18.176,-62.182,304.9,1,1,2016-12-18,0250,T,60,6.0NRT,294.1,3.9,N
-18.178,-62.192,332.3,1,1,2016-12-18,0250,T,100,6.0NRT,295.2,30.2,N
-18.188,-62.258,305.8,1,1,2016-12-18,0250,T,64,6.0NRT,294.4,4.8,N
-18.29,-63.232,309.3,1,1,2016-12-18,0250,T,77,6.0NRT,294.3,8.2,N
-18.292,-63.241,316.7,1,1,2016-12-18,0250,T,94,6.0NRT,294.5,14,N
-18.226,-63.165,335.5,1,1,2016-12-18,0250,T,100,6.0NRT,296.1,35,N
-18.227,-63.174,312,1,1,2016-12-18,0250,T,84,6.0NRT,295.2,9.2,N
-17.997,-61.656,310.2,1,1,2016-12-18,0250,T,79,6.0NRT,293.8,8,N
-18.105,-62.574,313.8,1,1,2016-12-18,0250,T,88,6.0NRT,295.3,10.5,N
